arr_delay,dep_delay,carrier,tailnum,origin,dest,distance,time
13,20,OO,N297SY,LAX,PHX,370,2022-05-09T20:00:00Z
81,90,WN,N8710M,LAX,LAS,236,2022-05-09T21:30:00Z
-20,4,WN,N434WN,LAX,DEN,862,2022-05-09T22:30:00Z
-5,21,DL,N537US,LAX,JFK,2475,2022-05-10T06:08:00Z
-1,0,DL,N898DN,LAX,BNA,1797,2022-05-10T09:40:00Z
-15,-4,OO,N505SY,LAX,TUL,1283,2022-05-10T10:50:00Z
-14,1,WN,N408WN,LAX,PHX,370,2022-05-10T16:00:00Z
-12,-4,WN,N8814K,LAX,OAK,337,2022-05-10T16:10:00Z
1,6,DL,N809DN,LAX,SEA,954,2022-05-10T19:22:00Z
-25,-11,OO,N296SY,LAX,SLC,590,2022-05-10T20:00:00Z
-6,-3,DL,N306DU,LAX,IAH,1379,2022-05-11T08:10:00Z
-26,-3,AA,N423AN,LAX,HNL,2556,2022-05-11T08:45:00Z
-14,-2,NK,N924NK,LAX,DTW,1979,2022-05-11T09:59:00Z
17,10,OO,N179SY,LAX,FAT,209,2022-05-11T11:30:00Z
23,3,WN,N8535S,LAX,DEN,862,2022-05-11T12:10:00Z
-10,-9,UA,N20904,LAX,IAD,2288,2022-05-11T12:40:00Z
39,39,WN,N8727M,LAX,SJC,308,2022-05-11T13:20:00Z
17,12,WN,N253WN,LAX,AUS,1242,2022-05-11T13:30:00Z
11,3,UA,N14102,LAX,EWR,2454,2022-05-11T16:30:00Z
5,18,DL,N323DN,LAX,SLC,590,2022-05-11T18:57:00Z
-10,-6,OO,N452SW,LAX,MRY,266,2022-05-11T19:05:00Z
82,90,OO,N127SY,LAX,SLC,590,2022-05-11T19:14:00Z
-23,-6,B6,N969JT,LAX,JFK,2475,2022-05-11T20:30:00Z
-14,-1,AA,N412UW,LAX,PHL,2402,2022-05-11T21:53:00Z
27,-2,UA,N87513,LAX,DEN,862,2022-05-12T08:55:00Z
-1,-2,AA,N118US,LAX,PHX,370,2022-05-12T09:38:00Z
12,23,OO,N457SW,LAX,EUG,748,2022-05-12T12:40:00Z
7,5,WN,N8632A,LAX,SJC,308,2022-05-12T13:20:00Z
11,15,WN,N8606C,LAX,OAK,337,2022-05-12T13:30:00Z
-26,-10,UA,N37521,LAX,KOA,2504,2022-05-12T13:39:00Z
7,11,OO,N303SY,LAX,LAS,236,2022-05-12T14:10:00Z
20,15,G4,273NV,LAX,EUG,748,2022-05-12T17:51:00Z
-17,-6,UA,N77867,LAX,ORD,1744,2022-05-12T18:00:00Z
17,22,DL,N335NW,LAX,DFW,1235,2022-05-12T18:45:00Z
34,41,OO,N603CZ,LAX,TUS,451,2022-05-12T20:45:00Z
-8,-5,AA,N822AW,LAX,STL,1592,2022-05-13T09:13:00Z
-19,0,UA,N37502,LAX,KOA,2504,2022-05-13T13:39:00Z
14,16,DL,N381DZ,LAX,SEA,954,2022-05-13T17:45:00Z
-12,-6,WN,N298WN,LAX,DEN,862,2022-05-13T22:30:00Z
9,2,AA,N191UW,LAX,CLT,2125,2022-05-13T23:59:00Z
-5,-3,B6,N979JT,LAX,BOS,2611,2022-05-14T06:05:00Z
19,-2,DL,N16065,LAX,JFK,2475,2022-05-14T06:08:00Z
-18,0,HA,N384HA,LAX,OGG,2486,2022-05-14T07:45:00Z
-17,-6,AA,N803AL,LAX,ORD,1744,2022-05-14T08:20:00Z
-3,-3,AA,N409AA,LAX,HNL,2556,2022-05-14T08:45:00Z
4,1,WN,N950WN,LAX,MCI,1363,2022-05-14T08:55:00Z
-16,-4,OO,N506SY,LAX,SFO,337,2022-05-14T09:22:00Z
60,68,OO,N171SY,LAX,DAL,1246,2022-05-14T09:25:00Z
-12,-3,AA,N105NN,LAX,JFK,2475,2022-05-14T11:00:00Z
1,-5,UA,N76515,LAX,IAH,1379,2022-05-14T15:13:00Z
9,10,OO,N278SY,LAX,SFO,337,2022-05-14T15:14:00Z
12,15,AA,N580UW,LAX,DFW,1235,2022-05-14T15:35:00Z
-19,-9,DL,N369NW,LAX,AUS,1242,2022-05-14T17:00:00Z
-11,4,OO,N161SY,LAX,SLC,590,2022-05-14T19:14:00Z
-10,0,AA,N411AN,LAX,MIA,2342,2022-05-14T21:30:00Z
-14,-6,AA,N117AN,LAX,JFK,2475,2022-05-15T06:00:00Z
-17,-6,UA,N37522,LAX,ORD,1744,2022-05-15T07:12:00Z
-17,-9,HA,N393HA,LAX,OGG,2486,2022-05-15T07:45:00Z
-27,-3,OO,N513SY,LAX,SEA,954,2022-05-15T07:50:00Z
-10,-5,OO,N786SK,LAX,RNO,391,2022-05-15T08:25:00Z
-17,-4,OO,N303SY,LAX,SJC,308,2022-05-15T11:31:00Z
38,27,DL,N6714Q,LAX,ATL,1947,2022-05-15T15:00:00Z
23,23,AA,N164NN,LAX,ORD,1744,2022-05-15T17:18:00Z
32,35,WN,N8815L,LAX,LAS,236,2022-05-15T18:55:00Z
-21,-2,AA,N172US,LAX,CLT,2125,2022-05-15T22:59:00Z
-22,-11,AS,N277AK,LAX,PDX,834,2022-05-16T08:00:00Z
-2,-8,OO,N192SY,LAX,SFO,337,2022-05-16T11:30:00Z
18,20,WN,N8663A,LAX,MSY,1670,2022-05-16T13:00:00Z
0,12,DL,N359DN,LAX,ATL,1947,2022-05-16T13:00:00Z
-3,-2,OO,N116SY,LAX,SLC,590,2022-05-16T13:00:00Z
1,3,WN,N8620H,LAX,OAK,337,2022-05-16T13:30:00Z
8,5,OO,N264SY,LAX,OAK,337,2022-05-16T13:55:00Z
-11,-4,DL,N381DN,LAX,SEA,954,2022-05-16T14:50:00Z
-24,-6,UA,N53442,LAX,ITO,2449,2022-05-16T16:55:00Z
79,75,OO,N604CZ,LAX,SFO,337,2022-05-16T17:00:00Z
-14,-1,DL,N313DN,LAX,ATL,1947,2022-05-16T17:30:00Z
-1,12,B6,N929JB,LAX,MIA,2342,2022-05-16T21:41:00Z
-17,-2,OO,N623UX,LAX,FAT,209,2022-05-17T10:15:00Z
29,-1,OO,N511SY,LAX,IAH,1379,2022-05-17T10:45:00Z
0,12,UA,N76517,LAX,IAH,1379,2022-05-17T12:11:00Z
20,28,WN,N8716B,LAX,PHX,370,2022-05-17T13:45:00Z
-15,-5,UA,N418UA,LAX,DEN,862,2022-05-17T16:11:00Z
-13,-5,WN,N8600F,LAX,LAS,236,2022-05-17T18:55:00Z
-15,-9,OO,N929EV,LAX,MRY,266,2022-05-17T19:05:00Z
12,0,UA,N29985,LAX,EWR,2454,2022-05-17T23:45:00Z
-38,-6,UA,N76514,LAX,LIH,2615,2022-05-18T08:15:00Z
-13,-1,OO,N962SW,LAX,MRY,266,2022-05-18T09:32:00Z
-5,-8,OO,N509SY,LAX,XNA,1371,2022-05-18T09:57:00Z
-16,-5,AA,N423AN,LAX,ORD,1744,2022-05-18T10:15:00Z
-10,-7,WN,N289CT,LAX,TUS,451,2022-05-18T11:05:00Z
-8,-2,DL,N377DN,LAX,DTW,1979,2022-05-18T12:15:00Z
6,2,OO,N252SY,LAX,ABQ,677,2022-05-18T14:45:00Z
15,15,DL,N119DN,LAX,SEA,954,2022-05-18T17:45:00Z
-12,-7,AA,N115NN,LAX,BOS,2611,2022-05-18T22:30:00Z
-10,1,DL,N378DN,LAX,ATL,1947,2022-05-19T09:10:00Z
-3,-3,AA,N917UY,LAX,DFW,1235,2022-05-19T10:53:00Z
0,1,AA,N810AW,LAX,IND,1814,2022-05-19T11:29:00Z
-6,-2,DL,N348DN,LAX,ATL,1947,2022-05-19T12:00:00Z
15,-2,WN,N8609A,LAX,LAS,236,2022-05-19T12:30:00Z
24,26,OO,N509SY,LAX,IAH,1379,2022-05-19T13:55:00Z
-18,-11,NK,N647NK,LAX,OAK,337,2022-05-19T19:55:00Z
-16,-4,AA,N445AA,LAX,PHL,2402,2022-05-19T21:53:00Z
-10,2,AA,N442AN,LAX,MCO,2218,2022-05-19T22:21:00Z
9,12,WN,N8663A,LAX,DAL,1246,2022-05-20T05:30:00Z
15,-6,AS,N928VA,LAX,SFO,337,2022-05-20T06:00:00Z
5,13,DL,N543US,LAX,DTW,1979,2022-05-20T07:00:00Z
-44,-8,WN,N8708Q,LAX,OGG,2486,2022-05-20T07:10:00Z
-23,0,UA,N2250U,LAX,HNL,2556,2022-05-20T08:55:00Z
6,8,AA,N410AN,LAX,PHL,2402,2022-05-20T09:24:00Z
34,46,WN,N8744B,LAX,LAS,236,2022-05-20T13:40:00Z
-19,1,B6,N987JT,LAX,JFK,2475,2022-05-20T15:25:00Z
-30,-8,AA,N105NN,LAX,JFK,2475,2022-05-20T16:00:00Z
-2,-2,UA,N422UA,LAX,SFO,337,2022-05-20T16:12:00Z
-11,14,NK,N917NK,LAX,STL,1592,2022-05-20T17:56:00Z
-31,-8,AS,N563AS,LAX,KOA,2504,2022-05-21T07:00:00Z
-8,-2,AS,N583AS,LAX,SFO,337,2022-05-21T08:20:00Z
-17,-10,NK,N930NK,LAX,MSY,1670,2022-05-21T09:22:00Z
5,10,AS,N237AK,LAX,EWR,2454,2022-05-21T10:15:00Z
0,-9,OO,N502SY,LAX,SAT,1211,2022-05-21T11:55:00Z
17,4,B6,N2142J,LAX,JFK,2475,2022-05-21T13:45:00Z
7,2,OO,N506SY,LAX,ABQ,677,2022-05-21T19:00:00Z
-33,3,AS,N462AS,LAX,KOA,2504,2022-05-22T07:00:00Z
-9,-4,WN,N8707P,LAX,SJC,308,2022-05-22T08:10:00Z
-6,13,UA,N39450,LAX,ORD,1744,2022-05-22T08:15:00Z
-9,0,DL,N370DN,LAX,MSP,1535,2022-05-22T08:20:00Z
-12,-4,UA,N62895,LAX,MCO,2218,2022-05-22T08:55:00Z
12,10,WN,N233LV,LAX,DAL,1246,2022-05-22T10:45:00Z
-39,-5,HA,N212HA,LAX,KOA,2504,2022-05-22T11:00:00Z
-14,0,OO,N146SY,LAX,SLC,590,2022-05-22T13:00:00Z
-15,-3,AA,N409AA,LAX,HNL,2556,2022-05-22T18:17:00Z
25,10,AS,N637VA,LAX,PDX,834,2022-05-22T21:15:00Z
-31,0,AA,N108NN,LAX,JFK,2475,2022-05-22T22:00:00Z
-2,-3,AA,N992AU,LAX,DFW,1235,2022-05-23T13:42:00Z
27,37,UA,N36469,LAX,IAH,1379,2022-05-23T15:13:00Z
-17,-2,UA,N17139,LAX,EWR,2454,2022-05-23T16:30:00Z
14,13,WN,N8508W,LAX,BNA,1797,2022-05-23T17:35:00Z
-3,-5,OO,N504SY,LAX,PDX,834,2022-05-23T18:02:00Z
2,2,OO,N251SY,LAX,ABQ,677,2022-05-23T19:35:00Z
-11,-8,B6,N987JT,LAX,EWR,2454,2022-05-24T05:30:00Z
11,0,UA,N66893,LAX,IAD,2288,2022-05-24T08:15:00Z
-19,-6,OO,N794SK,LAX,RNO,391,2022-05-24T08:25:00Z
79,90,NK,N934NK,LAX,IAH,1379,2022-05-24T08:50:00Z
4,-6,AA,N425AN,LAX,PHL,2402,2022-05-24T09:24:00Z
-13,0,DL,N174DN,LAX,JFK,2475,2022-05-24T11:20:00Z
11,9,UA,N14011,LAX,EWR,2454,2022-05-24T12:45:00Z
-2,-5,UA,N401UA,LAX,DEN,862,2022-05-24T16:11:00Z
-13,0,OO,N285SY,LAX,SMF,373,2022-05-24T16:30:00Z
7,8,DL,N584NW,LAX,ATL,1947,2022-05-24T22:21:00Z
-5,-1,NK,N623NK,LAX,PIT,2136,2022-05-24T22:55:00Z
-4,-5,NK,N907NK,LAX,ATL,1947,2022-05-24T23:30:00Z
-8,1,WN,N7860A,LAX,PHX,370,2022-05-25T05:45:00Z
25,29,AA,N924US,LAX,DFW,1235,2022-05-25T06:00:00Z
4,1,DL,N341DN,LAX,ATL,1947,2022-05-25T07:15:00Z
-12,-7,DL,N712TW,LAX,BOS,2611,2022-05-25T07:30:00Z
-39,-6,UA,N79521,LAX,LIH,2615,2022-05-25T08:15:00Z
-8,-8,AA,N810AN,LAX,ORD,1744,2022-05-25T08:20:00Z
13,13,WN,N8670A,LAX,SAT,1211,2022-05-25T14:25:00Z
67,69,UA,N12125,LAX,EWR,2454,2022-05-25T16:30:00Z
15,0,AA,N987AM,LAX,ORD,1744,2022-05-25T17:18:00Z
-29,-6,OO,N103SY,LAX,BOI,674,2022-05-25T18:59:00Z
-7,-4,WN,N8607M,LAX,TUS,451,2022-05-25T20:30:00Z
-6,-5,AA,N822AW,LAX,LAS,236,2022-05-26T07:30:00Z
-8,-4,WN,N566WN,LAX,LAS,236,2022-05-26T07:45:00Z
-12,-5,OO,N283SY,LAX,SMF,373,2022-05-26T08:30:00Z
39,2,B6,N987JT,LAX,JFK,2475,2022-05-26T10:00:00Z
-14,-2,OO,N505SY,LAX,SFO,337,2022-05-26T15:02:00Z
40,39,OO,N175SY,LAX,SFO,337,2022-05-26T17:30:00Z
-8,-3,AA,N523UW,LAX,PHX,370,2022-05-26T18:10:00Z
-18,-7,OO,N303SY,LAX,BOI,674,2022-05-26T18:15:00Z
-6,0,AA,N174US,LAX,DFW,1235,2022-05-26T18:40:00Z
-18,-2,NK,N937NK,LAX,FLL,2343,2022-05-26T21:00:00Z
17,14,OO,N282SY,LAX,SAN,109,2022-05-26T21:15:00Z
-22,-8,UA,N75854,LAX,DEN,862,2022-05-27T05:30:00Z
-17,-5,OO,N505SY,LAX,SFO,337,2022-05-27T09:22:00Z
4,-4,UA,N444UA,LAX,SFO,337,2022-05-27T10:45:00Z
36,35,OO,N187SY,LAX,SLC,590,2022-05-27T12:20:00Z
-3,-2,AA,N660AW,LAX,PHX,370,2022-05-27T12:37:00Z
3,2,B6,N507JT,LAX,LAS,236,2022-05-27T13:25:00Z
-6,-3,DL,N929DZ,LAX,MCO,2218,2022-05-27T15:15:00Z
-4,9,WN,N738CB,LAX,SFO,337,2022-05-27T17:55:00Z
-10,-5,AA,N836AW,LAX,AUS,1242,2022-05-27T18:04:00Z
-6,-1,AS,N927VA,LAX,SFO,337,2022-05-27T19:05:00Z
47,61,UA,N73283,LAX,PHX,370,2022-05-27T19:15:00Z
-10,-4,OO,N213SY,LAX,SBP,156,2022-05-27T22:35:00Z
63,80,B6,N946JL,LAX,JFK,2475,2022-05-27T22:55:00Z
-18,-8,NK,N677NK,LAX,ORD,1744,2022-05-28T00:30:00Z
-1,6,DL,N379DN,LAX,ATL,1947,2022-05-28T00:45:00Z
11,-5,DL,N175DN,LAX,JFK,2475,2022-05-28T06:08:00Z
-15,-7,DL,N368NW,LAX,DFW,1235,2022-05-28T08:45:00Z
97,-1,DL,N183DN,LAX,JFK,2475,2022-05-28T11:20:00Z
-15,-10,OO,N279SY,LAX,PHX,370,2022-05-28T12:00:00Z
-13,-5,OO,N298SY,LAX,LAS,236,2022-05-28T14:10:00Z
-1,-5,OO,N197SY,LAX,SFO,337,2022-05-28T15:10:00Z
-11,1,AA,N509AY,LAX,PHX,370,2022-05-28T18:10:00Z
-15,-5,OO,N503SY,LAX,SMF,373,2022-05-28T18:45:00Z
3,-5,AS,N594AS,LAX,GEG,945,2022-05-28T21:25:00Z
-8,1,UA,N38424,LAX,SFO,337,2022-05-28T22:40:00Z
-8,0,UA,N57863,LAX,DEN,862,2022-05-29T05:30:00Z
-11,-5,OO,N257SY,LAX,DEN,862,2022-05-29T08:15:00Z
-23,-4,WN,N8748Q,LAX,KOA,2504,2022-05-29T10:40:00Z
-18,-7,DL,N894DN,LAX,SLC,590,2022-05-29T11:15:00Z
-11,-2,OO,N287SY,LAX,BOI,674,2022-05-29T11:31:00Z
-14,-3,WN,N8817L,LAX,MSY,1670,2022-05-29T13:00:00Z
-15,0,UA,N14230,LAX,IAD,2288,2022-05-29T16:54:00Z
6,-9,AA,N560UW,LAX,PHX,370,2022-05-29T18:10:00Z
-30,-6,B6,N983JT,LAX,BOS,2611,2022-05-29T21:10:00Z
58,79,UA,N223UA,LAX,EWR,2454,2022-05-29T23:45:00Z
-8,-1,WN,N291WN,LAX,OAK,337,2022-05-30T07:25:00Z
28,50,G4,233NV,LAX,DSM,1447,2022-05-30T08:44:00Z
-11,-7,OO,N176SY,LAX,SJC,308,2022-05-30T08:55:00Z
-15,9,DL,N123DW,LAX,ATL,1947,2022-05-30T09:10:00Z
-10,-11,NK,N904NK,LAX,LAS,236,2022-05-30T09:30:00Z
81,98,OO,N487CA,LAX,EUG,748,2022-05-30T12:40:00Z
-17,1,WN,N269WN,LAX,SMF,373,2022-05-30T13:10:00Z
-4,2,DL,N302DN,LAX,ATL,1947,2022-05-30T14:00:00Z
-17,-2,OO,N125SY,LAX,RNO,391,2022-05-30T17:46:00Z
-11,-5,UA,N57868,LAX,ORD,1744,2022-05-30T18:00:00Z
-14,-1,AA,N404AN,LAX,HNL,2556,2022-05-30T18:17:00Z
-5,2,AS,N928VA,LAX,SFO,337,2022-05-30T19:05:00Z
-8,-1,WN,N8607M,LAX,AUS,1242,2022-05-30T19:25:00Z
-16,-9,OO,N508SY,LAX,DEN,862,2022-05-30T19:40:00Z
-5,-5,OO,N252SY,LAX,SFO,337,2022-05-31T08:15:00Z
-1,-1,AA,N998AN,LAX,MCO,2218,2022-05-31T08:20:00Z
-15,-2,WN,N461WN,LAX,SJC,308,2022-05-31T12:05:00Z
-6,-8,OO,N281SY,LAX,OAK,337,2022-05-31T13:55:00Z
7,28,DL,N584NW,LAX,HNL,2556,2022-05-31T17:00:00Z
-22,-5,OO,N124SY,LAX,SMF,373,2022-05-31T18:31:00Z
13,26,UA,N408UA,LAX,AUS,1242,2022-05-31T18:54:00Z
-9,3,WN,N8581Z,LAX,AUS,1242,2022-06-01T05:25:00Z
-18,-7,DL,N307DU,LAX,PDX,834,2022-06-01T06:30:00Z
-34,-5,UA,N17529,LAX,OGG,2486,2022-06-01T08:35:00Z
-23,-1,AA,N412UW,LAX,HNL,2556,2022-06-01T08:45:00Z
-1,9,WN,N8504G,LAX,SMF,373,2022-06-01T17:15:00Z
53,60,AA,N417AN,LAX,OGG,2486,2022-06-01T17:40:00Z
-27,-4,OO,N301SY,LAX,GEG,945,2022-06-01T19:23:00Z
-13,-2,NK,N633NK,LAX,DTW,1979,2022-06-01T21:28:00Z
235,237,DL,N317DN,LAX,SLC,590,2022-06-02T09:35:00Z
1,-1,OO,N504SY,LAX,XNA,1371,2022-06-02T09:57:00Z
-20,-6,NK,N698NK,LAX,DFW,1235,2022-06-02T10:46:00Z
-21,-5,OO,N161SY,LAX,SLC,590,2022-06-02T13:00:00Z
-5,3,DL,N107DN,LAX,MSP,1535,2022-06-02T15:05:00Z
-8,7,B6,N587JB,LAX,RNO,391,2022-06-02T16:06:00Z
-7,-1,WN,N8660A,LAX,OAK,337,2022-06-02T16:10:00Z
-10,-5,AA,N828AW,LAX,LAS,236,2022-06-02T17:18:00Z
-18,6,DL,N328DN,LAX,DTW,1979,2022-06-02T22:06:00Z
-8,0,UA,N461UA,LAX,SFO,337,2022-06-02T22:40:00Z
-16,-3,DL,N311DN,LAX,DTW,1979,2022-06-03T05:36:00Z
-25,-2,UA,N69830,LAX,IAD,2288,2022-06-03T08:15:00Z
-2,2,UA,N78506,LAX,DEN,862,2022-06-03T08:47:00Z
-5,0,WN,N8687A,LAX,RNO,391,2022-06-03T08:55:00Z
108,123,AS,N267AK,LAX,EWR,2454,2022-06-03T10:25:00Z
0,-7,OO,N607CZ,LAX,TUS,451,2022-06-03T14:30:00Z
-18,-4,AA,N106NN,LAX,BOS,2611,2022-06-03T15:00:00Z
-41,-7,AS,N593AS,LAX,OGG,2486,2022-06-03T16:40:00Z
-16,-9,NK,N631NK,LAX,BNA,1797,2022-06-03T18:59:00Z
-4,-4,DL,N310DU,LAX,DEN,862,2022-06-03T19:52:00Z
-11,10,UA,N12006,LAX,EWR,2454,2022-06-03T22:40:00Z
17,23,UA,N421UA,LAX,SFO,337,2022-06-03T22:45:00Z
-25,2,B6,N942JB,LAX,JFK,2475,2022-06-03T22:55:00Z
-10,0,AA,N835NN,LAX,DFW,1235,2022-06-04T00:59:00Z
-24,2,AA,N910AU,LAX,PHL,2402,2022-06-04T06:00:00Z
-34,-3,DL,N546US,LAX,OGG,2486,2022-06-04T08:00:00Z
-8,7,UA,N69840,LAX,KOA,2504,2022-06-04T10:50:00Z
-20,-2,AA,N756AM,LAX,MIA,2342,2022-06-04T13:22:00Z
-6,-3,QX,N622QX,LAX,SJC,308,2022-06-04T17:45:00Z
-16,-7,OO,N515SY,LAX,SAT,1211,2022-06-04T17:50:00Z
-10,-4,OO,N145SY,LAX,SBA,89,2022-06-04T19:02:00Z
8,8,NK,N951NK,LAX,ATL,1947,2022-06-04T22:08:00Z
-12,-4,DL,N353NW,LAX,AUS,1242,2022-06-05T07:45:00Z
-28,-6,AA,N870AX,LAX,ORD,1744,2022-06-05T08:05:00Z
1,0,OO,N408SY,LAX,EUG,748,2022-06-05T08:10:00Z
-10,-2,OO,N279SY,LAX,TUS,451,2022-06-05T09:59:00Z
-19,-3,UA,N74856,LAX,HNL,2556,2022-06-05T14:25:00Z
1,16,NK,N626NK,LAX,ORD,1744,2022-06-05T14:31:00Z
0,-5,OO,N145SY,LAX,LAS,236,2022-06-05T22:43:00Z
-13,2,UA,N37521,LAX,BOS,2611,2022-06-05T22:45:00Z
19,23,DL,N324DX,LAX,DTW,1979,2022-06-05T23:10:00Z
-29,-4,DL,N1201P,LAX,JFK,2475,2022-06-06T06:00:00Z
-21,-5,AA,N412UW,LAX,DFW,1235,2022-06-06T09:00:00Z
91,95,OO,N504SY,LAX,PDX,834,2022-06-06T09:34:00Z
31,39,NK,N644NK,LAX,LAS,236,2022-06-06T12:41:00Z
-12,-5,UA,N77539,LAX,LIH,2615,2022-06-06T17:00:00Z
-12,-5,DL,N317DN,LAX,SLC,590,2022-06-06T19:00:00Z
11,24,WN,N8808Q,LAX,SLC,590,2022-06-06T20:15:00Z
-8,-3,NK,N619NK,LAX,DFW,1235,2022-06-07T06:30:00Z
-4,-1,DL,N368NW,LAX,DFW,1235,2022-06-07T08:30:00Z
-22,-5,UA,N826UA,LAX,SFO,337,2022-06-07T10:00:00Z
-9,2,DL,N378DA,LAX,SLC,590,2022-06-07T13:43:00Z
-21,-4,NK,N622NK,LAX,ORD,1744,2022-06-07T14:31:00Z
-9,-3,OO,N508SY,LAX,ABQ,677,2022-06-07T15:05:00Z
-23,-1,WN,N8688J,LAX,BWI,2329,2022-06-07T16:00:00Z
-19,-3,DL,N105DX,LAX,MSP,1535,2022-06-07T16:00:00Z
40,44,DL,N345NW,LAX,DFW,1235,2022-06-07T18:21:00Z
-10,-5,OO,N284SY,LAX,SAN,109,2022-06-07T21:30:00Z
-3,6,OO,N411SY,LAX,STS,400,2022-06-07T21:40:00Z
14,23,AA,N927NN,LAX,DFW,1235,2022-06-08T00:59:00Z
-17,-4,OO,N507SY,LAX,SFO,337,2022-06-08T09:45:00Z
-8,6,DL,N872DN,LAX,SLC,590,2022-06-08T09:55:00Z
-17,-3,DL,N865DN,LAX,BNA,1797,2022-06-08T10:30:00Z
-8,0,WN,N437WN,LAX,ABQ,677,2022-06-08T10:40:00Z
-9,-8,OO,N192SY,LAX,SJC,308,2022-06-08T10:55:00Z
-19,-5,UA,N427UA,LAX,SFO,337,2022-06-08T12:00:00Z
-17,-3,WN,N749SW,LAX,LAS,236,2022-06-08T12:20:00Z
-8,0,G4,272NV,LAX,FAR,1440,2022-06-08T12:53:00Z
-11,-3,OO,N505SY,LAX,IAH,1379,2022-06-08T13:25:00Z
2,-2,DL,N3746H,LAX,SLC,590,2022-06-08T13:43:00Z
7,21,AA,N101NN,LAX,JFK,2475,2022-06-08T15:30:00Z
-8,-3,OO,N273SY,LAX,TUS,451,2022-06-08T19:41:00Z
7,-1,DL,N129DU,LAX,PDX,834,2022-06-08T20:11:00Z
-27,-5,B6,N945JT,LAX,JFK,2475,2022-06-08T20:30:00Z
-8,-4,OO,N258SY,LAX,OAK,337,2022-06-09T09:20:00Z
-1,3,WN,N7839A,LAX,ABQ,677,2022-06-09T10:40:00Z
-11,1,DL,N356DN,LAX,ATL,1947,2022-06-09T11:30:00Z
38,48,OO,N400SY,LAX,STS,400,2022-06-09T12:25:00Z
-2,-5,AA,N908NN,LAX,ORD,1744,2022-06-09T13:20:00Z
4,10,DL,N360NW,LAX,SAT,1211,2022-06-09T17:00:00Z
71,72,DL,N334DN,LAX,MSP,1535,2022-06-09T19:14:00Z
-21,-7,UA,N27246,LAX,DEN,862,2022-06-09T20:14:00Z
9,-3,OO,N291SY,LAX,PHX,370,2022-06-09T20:24:00Z
21,1,WN,N8549Z,LAX,MDW,1750,2022-06-10T05:25:00Z
18,11,DL,N349DX,LAX,SLC,590,2022-06-10T05:45:00Z
-13,2,DL,N6707A,LAX,JFK,2475,2022-06-10T07:45:00Z
0,0,AS,N852VA,LAX,IAD,2288,2022-06-10T08:00:00Z
-33,-9,AS,N583AS,LAX,HNL,2556,2022-06-10T10:45:00Z
-8,-1,QX,N632QX,LAX,MFR,630,2022-06-10T11:55:00Z
83,67,WN,N8648A,LAX,MDW,1750,2022-06-10T15:20:00Z
114,122,WN,N8685B,LAX,HOU,1390,2022-06-10T19:15:00Z
-18,-1,B6,N992JB,LAX,JFK,2475,2022-06-10T22:30:00Z
6,8,DL,N3773D,LAX,IND,1814,2022-06-10T22:35:00Z
-13,-3,DL,N707TW,LAX,BOS,2611,2022-06-11T07:40:00Z
-5,-3,AA,N174US,LAX,ORD,1744,2022-06-11T09:00:00Z
3,-7,OO,N793SK,LAX,ASE,737,2022-06-11T09:52:00Z
-9,3,AA,N424AN,LAX,DFW,1235,2022-06-11T12:40:00Z
-30,0,AA,N110AN,LAX,JFK,2475,2022-06-11T13:00:00Z
-8,1,OO,N501SY,LAX,ELP,715,2022-06-11T17:25:00Z
2,14,WN,N909WN,LAX,SFO,337,2022-06-12T12:55:00Z
-10,-4,OO,N511SY,LAX,OKC,1187,2022-06-12T15:47:00Z
-10,0,OO,N299SY,LAX,PHX,370,2022-06-12T15:50:00Z
-19,1,UA,N69818,LAX,IAD,2288,2022-06-12T16:33:00Z
40,44,QX,N646QX,LAX,SJC,308,2022-06-12T17:45:00Z
12,19,OO,N507SY,LAX,SAT,1211,2022-06-12T17:50:00Z
15,-2,AS,N847VA,LAX,SFO,337,2022-06-13T06:00:00Z
-16,-7,UA,N416UA,LAX,SFO,337,2022-06-13T06:00:00Z
18,34,UA,N14242,LAX,BOS,2611,2022-06-13T08:25:00Z
-18,-7,OO,N508SY,LAX,ELP,715,2022-06-13T09:00:00Z
-9,2,WN,N430WN,LAX,ELP,715,2022-06-13T09:25:00Z
11,-2,AA,N426AN,LAX,LAS,236,2022-06-13T10:55:00Z
-9,0,WN,N259WN,LAX,TUS,451,2022-06-13T14:55:00Z
29,46,WN,N295WN,LAX,DEN,862,2022-06-13T15:15:00Z
105,125,DL,N541US,LAX,OGG,2486,2022-06-13T17:59:00Z
27,37,DL,N104DN,LAX,DFW,1235,2022-06-13T18:21:00Z
13,18,OO,N933EV,LAX,COS,833,2022-06-13T18:45:00Z
-14,-2,DL,N845DN,LAX,CVG,1900,2022-06-13T23:06:00Z
83,108,B6,N986JB,LAX,EWR,2454,2022-06-13T23:55:00Z
0,-10,AS,N636VA,LAX,SEA,954,2022-06-14T07:30:00Z
46,79,UA,N69829,LAX,IAD,2288,2022-06-14T08:15:00Z
-10,-7,OO,N150SY,LAX,LAS,236,2022-06-14T08:30:00Z
-6,-4,UA,N27239,LAX,SEA,954,2022-06-14T10:16:00Z
33,28,OO,N502SY,LAX,MSO,923,2022-06-14T10:54:00Z
-9,-2,OO,N272SY,LAX,SMF,373,2022-06-14T11:20:00Z
-10,-4,B6,N2105J,LAX,JFK,2475,2022-06-14T11:25:00Z
