arr_delay,dep_delay,carrier,tailnum,origin,dest,distance,time
48,36,WN,N8803L,LAX,LAS,236,2022-09-30T16:30:00Z
-6,2,OO,N407SY,LAX,BOI,674,2022-09-30T19:00:00Z
-19,-5,OO,N293SY,LAX,SJC,308,2022-09-30T21:09:00Z
-5,-2,B6,N987JT,LAX,MIA,2342,2022-09-30T21:37:00Z
-10,-12,UA,N18112,LAX,JFK,2475,2022-09-30T22:35:00Z
2,-3,UA,N782UA,LAX,ORD,1744,2022-09-30T23:55:00Z
-17,-7,AA,N979UY,LAX,CLT,2125,2022-10-01T07:27:00Z
-15,-3,OO,N270SY,LAX,PHX,370,2022-10-01T08:10:00Z
-17,-3,DL,N370NW,LAX,AUS,1242,2022-10-01T08:19:00Z
-12,-5,UA,N63820,LAX,IAH,1379,2022-10-01T10:15:00Z
-26,-7,UA,N37535,LAX,MCO,2218,2022-10-01T10:24:00Z
1,13,UA,N57863,LAX,ORD,1744,2022-10-01T10:29:00Z
-10,-9,OO,N285SY,LAX,TUS,451,2022-10-01T14:38:00Z
-9,5,WN,N7746C,LAX,SMF,373,2022-10-01T15:45:00Z
12,11,OO,N183SY,LAX,SFO,337,2022-10-01T19:40:00Z
-10,-9,AS,N549AS,LAX,PDX,834,2022-10-01T21:20:00Z
4,-1,WN,N7887A,LAX,MCI,1363,2022-10-02T06:45:00Z
24,-9,B6,N653JB,LAX,LAS,236,2022-10-02T08:40:00Z
-15,-2,AA,N454AL,LAX,PHL,2402,2022-10-02T10:33:00Z
0,6,WN,N737JW,LAX,RNO,391,2022-10-02T11:15:00Z
-1,2,OO,N298SY,LAX,SMF,373,2022-10-02T15:03:00Z
-4,0,G4,331NV,LAX,TUL,1283,2022-10-02T15:42:00Z
-23,-8,UA,N63899,LAX,SFO,337,2022-10-02T19:24:00Z
-20,-1,DL,N849DN,LAX,FLL,2343,2022-10-02T22:05:00Z
-10,-5,UA,N769UA,LAX,HNL,2556,2022-10-03T09:00:00Z
-21,-8,AA,N403AN,LAX,OGG,2486,2022-10-03T09:05:00Z
3,-4,DL,N176DN,LAX,JFK,2475,2022-10-03T11:05:00Z
-19,0,WN,N209WN,LAX,DEN,862,2022-10-03T11:05:00Z
11,0,UA,N69824,LAX,LAS,236,2022-10-03T12:44:00Z
11,-3,UA,N77295,LAX,HNL,2556,2022-10-03T19:00:00Z
-14,-4,B6,N990JL,LAX,FLL,2343,2022-10-03T22:04:00Z
21,-3,DL,N193DN,LAX,JFK,2475,2022-10-04T07:45:00Z
25,-7,UA,N17126,LAX,JFK,2475,2022-10-04T08:00:00Z
-17,-6,WN,N7728D,LAX,PHX,370,2022-10-04T08:30:00Z
-12,-5,UA,N66893,LAX,LAS,236,2022-10-04T12:44:00Z
-9,-5,DL,N3731T,LAX,PDX,834,2022-10-04T20:45:00Z
190,175,B6,N993JE,LAX,BOS,2611,2022-10-04T20:50:00Z
3,13,NK,N956NK,LAX,DTW,1979,2022-10-04T21:50:00Z
20,-8,AA,N110AN,LAX,BOS,2611,2022-10-04T22:15:00Z
-10,-1,AA,N731AN,LAX,MIA,2342,2022-10-04T23:20:00Z
68,63,UA,N12005,LAX,ORD,1744,2022-10-04T23:55:00Z
1,-8,AS,N926VA,LAX,SEA,954,2022-10-05T08:00:00Z
6,10,NK,N696NK,LAX,AUS,1242,2022-10-05T09:05:00Z
-16,-3,WN,N255WN,LAX,LAS,236,2022-10-05T12:05:00Z
-3,-1,UA,N27503,LAX,IAH,1379,2022-10-05T13:06:00Z
69,67,WN,N484WN,LAX,DAL,1246,2022-10-05T15:30:00Z
-2,2,AA,N656AW,LAX,AUS,1242,2022-10-05T15:48:00Z
-18,-9,OO,N412SY,LAX,SJC,308,2022-10-05T16:20:00Z
-15,-3,DL,N3732J,LAX,PDX,834,2022-10-05T20:45:00Z
33,-3,WN,N7729A,LAX,PHX,370,2022-10-05T21:25:00Z
4,0,DL,N540US,LAX,ATL,1947,2022-10-05T22:45:00Z
-11,-4,AA,N986AN,LAX,DFW,1235,2022-10-05T23:59:00Z
-15,-13,AS,N933AK,LAX,PDX,834,2022-10-06T06:00:00Z
-21,-9,DL,N311DU,LAX,PDX,834,2022-10-06T06:45:00Z
121,119,OO,N912SW,LAX,SMF,373,2022-10-06T08:12:00Z
0,-5,OO,N286SY,LAX,SJC,308,2022-10-06T08:21:00Z
18,11,AS,N841VA,LAX,SEA,954,2022-10-06T08:30:00Z
-25,-3,AA,N450AN,LAX,OGG,2486,2022-10-06T09:05:00Z
-10,-1,DL,N808DN,LAX,SEA,954,2022-10-06T11:55:00Z
2,-1,AA,N401AN,LAX,PHL,2402,2022-10-06T13:41:00Z
-15,-6,WN,N8807L,LAX,SMF,373,2022-10-06T20:15:00Z
-3,-2,NK,N693NK,LAX,OAK,337,2022-10-06T20:30:00Z
6,10,UA,N12003,LAX,EWR,2454,2022-10-06T21:25:00Z
0,1,UA,N75861,LAX,IAD,2288,2022-10-06T23:33:00Z
-28,-2,B6,N976JT,LAX,EWR,2454,2022-10-07T08:25:00Z
-12,-6,WN,N276WN,LAX,SJC,308,2022-10-07T09:15:00Z
-22,-8,B6,N979JT,LAX,JFK,2475,2022-10-07T15:22:00Z
-16,-7,AA,N154AA,LAX,DFW,1235,2022-10-07T15:30:00Z
-14,-2,UA,N430UA,LAX,SFO,337,2022-10-07T16:15:00Z
-7,7,WN,N7735A,LAX,SMF,373,2022-10-07T17:50:00Z
-15,-8,OO,N509SY,LAX,SEA,954,2022-10-07T18:07:00Z
-10,-2,OO,N946SW,LAX,FAT,209,2022-10-07T22:35:00Z
11,-5,AA,N172US,LAX,CLT,2125,2022-10-08T06:00:00Z
122,110,DL,N832DN,LAX,MSP,1535,2022-10-08T06:15:00Z
10,-2,OO,N298SY,LAX,ABQ,677,2022-10-08T08:00:00Z
1,3,AA,N167US,LAX,DFW,1235,2022-10-08T10:36:00Z
-20,-6,AS,N972AK,LAX,SEA,954,2022-10-08T12:50:00Z
-21,-3,DL,N722TW,LAX,BOS,2611,2022-10-08T13:15:00Z
-12,-4,WN,N926WN,LAX,OAK,337,2022-10-08T15:05:00Z
51,50,AA,N926UW,LAX,ORD,1744,2022-10-08T16:42:00Z
-5,-4,AS,N431AS,LAX,EWR,2454,2022-10-08T22:40:00Z
3,4,WN,N550WN,LAX,MDW,1750,2022-10-09T05:10:00Z
-18,-6,DL,N306DU,LAX,PDX,834,2022-10-09T06:45:00Z
11,12,WN,N7889A,LAX,MCI,1363,2022-10-09T06:45:00Z
-2,10,DL,N118DY,LAX,ATL,1947,2022-10-09T10:10:00Z
21,-3,DL,N175DN,LAX,JFK,2475,2022-10-09T11:15:00Z
-19,-3,AA,N561UW,LAX,CLT,2125,2022-10-09T11:47:00Z
-12,-5,OO,N263SY,LAX,TUS,451,2022-10-09T14:38:00Z
-2,-2,UA,N76517,LAX,DEN,862,2022-10-09T16:10:00Z
-3,2,AA,N451AN,LAX,PHX,370,2022-10-09T16:20:00Z
28,22,OO,N175SY,LAX,SFO,337,2022-10-09T19:20:00Z
-16,-1,DL,N874DN,LAX,FLL,2343,2022-10-09T22:05:00Z
-16,-4,WN,N757LV,LAX,LAS,236,2022-10-10T07:55:00Z
5,-6,AS,N852VA,LAX,IAD,2288,2022-10-10T08:40:00Z
5,10,AA,N925UY,LAX,ATL,1947,2022-10-10T10:23:00Z
-14,-3,UA,N222UA,LAX,ORD,1744,2022-10-10T12:40:00Z
41,49,NK,N615NK,LAX,DFW,1235,2022-10-10T13:05:00Z
-19,1,WN,N8672F,LAX,PHX,370,2022-10-10T14:35:00Z
-13,2,DL,N839DN,LAX,MCO,2218,2022-10-10T15:34:00Z
4,-5,UA,N481UA,LAX,LAS,236,2022-10-10T16:32:00Z
-3,-1,UA,N39461,LAX,DEN,862,2022-10-10T18:20:00Z
-12,-5,WN,N7704B,LAX,AUS,1242,2022-10-10T18:50:00Z
-13,-4,UA,N226UA,LAX,IAD,2288,2022-10-11T08:20:00Z
-4,2,NK,N920NK,LAX,EWR,2454,2022-10-11T08:25:00Z
-13,-9,AA,N112AN,LAX,JFK,2475,2022-10-11T08:30:00Z
-19,-3,WN,N8805L,LAX,SAT,1211,2022-10-11T08:55:00Z
-12,-4,AA,N149AN,LAX,DFW,1235,2022-10-11T09:00:00Z
-16,-4,OO,N620UX,LAX,RNO,391,2022-10-11T09:55:00Z
2,0,OO,N195SY,LAX,SLC,590,2022-10-11T12:20:00Z
4,2,UA,N66814,LAX,ORD,1744,2022-10-11T14:07:00Z
-7,-2,DL,N301NB,LAX,SFO,337,2022-10-11T15:57:00Z
53,41,WN,N8816Q,LAX,MDW,1750,2022-10-11T17:05:00Z
-8,-6,DL,N325US,LAX,DFW,1235,2022-10-11T18:35:00Z
-11,-7,WN,N473WN,LAX,LAS,236,2022-10-11T20:05:00Z
-17,-3,AS,N929AK,LAX,SEA,954,2022-10-11T20:44:00Z
16,17,DL,N360NB,LAX,SFO,337,2022-10-12T10:56:00Z
-7,-6,DL,N817DN,LAX,TPA,2158,2022-10-12T10:59:00Z
4,-6,UA,N37413,LAX,DEN,862,2022-10-12T11:00:00Z
37,18,WN,N442WN,LAX,LAS,236,2022-10-12T13:35:00Z
17,0,DL,N325US,LAX,AUS,1242,2022-10-12T17:10:00Z
-29,-10,AS,N284AK,LAX,PDX,834,2022-10-12T20:45:00Z
-5,-8,AA,N104NN,LAX,BOS,2611,2022-10-12T23:20:00Z
8,14,AA,N510UW,LAX,CLT,2125,2022-10-12T23:58:00Z
-1,-6,B6,N961JT,LAX,JFK,2475,2022-10-13T05:45:00Z
-3,4,AA,N420AN,LAX,MIA,2342,2022-10-13T06:30:00Z
-20,-2,OO,N310SY,LAX,DEN,862,2022-10-13T08:20:00Z
-7,12,NK,N620NK,LAX,AUS,1242,2022-10-13T08:45:00Z
-15,0,HA,N215HA,LAX,LIH,2615,2022-10-13T08:55:00Z
-10,-3,OO,N507SY,LAX,SFO,337,2022-10-13T09:55:00Z
-25,-8,AS,N921AK,LAX,SEA,954,2022-10-13T10:00:00Z
-26,-4,OO,N506SY,LAX,SAT,1211,2022-10-13T10:30:00Z
3,7,NK,N629NK,LAX,DFW,1235,2022-10-13T10:40:00Z
6,20,DL,N537US,LAX,HNL,2556,2022-10-13T14:15:00Z
-3,4,B6,N608JB,LAX,SLC,590,2022-10-13T16:06:00Z
-11,-6,OO,N947SW,LAX,SMF,373,2022-10-13T19:00:00Z
-11,-3,OO,N602UX,LAX,RNO,391,2022-10-13T20:05:00Z
-16,0,NK,N936NK,LAX,LAS,236,2022-10-13T21:45:00Z
-28,-2,DL,N905DN,LAX,FLL,2343,2022-10-13T22:05:00Z
3,13,AA,N658AW,LAX,RDU,2239,2022-10-13T22:29:00Z
-8,0,UA,N73860,LAX,IAD,2288,2022-10-13T23:33:00Z
-6,3,AS,N275AK,LAX,SEA,954,2022-10-14T06:00:00Z
10,-6,AA,N107NN,LAX,JFK,2475,2022-10-14T07:00:00Z
4,0,HA,N399HA,LAX,HNL,2556,2022-10-14T10:00:00Z
-15,3,WN,N7878A,LAX,MDW,1750,2022-10-14T11:40:00Z
-23,-3,OO,N291SY,LAX,OAK,337,2022-10-14T13:00:00Z
-21,-6,AA,N824AW,LAX,STL,1592,2022-10-14T14:53:00Z
-6,20,DL,N918DU,LAX,MCO,2218,2022-10-14T15:34:00Z
-17,3,WN,N8692F,LAX,BNA,1797,2022-10-14T19:15:00Z
31,27,WN,N7863A,LAX,LAS,236,2022-10-14T20:05:00Z
80,49,DL,N839MH,LAX,JFK,2475,2022-10-14T23:59:00Z
-14,-4,AA,N436AN,LAX,DFW,1235,2022-10-15T06:00:00Z
-9,-2,UA,N69816,LAX,ORD,1744,2022-10-15T08:21:00Z
9,-1,WN,N205WN,LAX,PHX,370,2022-10-15T08:25:00Z
-2,-3,DL,N371NW,LAX,DFW,1235,2022-10-15T08:45:00Z
-9,-10,B6,N658JB,LAX,LAS,236,2022-10-15T09:03:00Z
-18,-1,AA,N446AN,LAX,OGG,2486,2022-10-15T09:05:00Z
-24,-6,OO,N303SY,LAX,SJC,308,2022-10-15T10:17:00Z
8,4,DL,N542US,LAX,MSP,1535,2022-10-15T13:46:00Z
352,335,AA,N401AN,LAX,PHX,370,2022-10-15T16:20:00Z
7,12,OO,N986SW,LAX,MRY,266,2022-10-15T18:30:00Z
-12,-3,OO,N621UX,LAX,RNO,391,2022-10-15T20:05:00Z
55,54,OO,N959SW,LAX,FAT,209,2022-10-15T22:35:00Z
-3,8,UA,N37507,LAX,BWI,2329,2022-10-15T23:07:00Z
-19,-3,UA,N47512,LAX,MCO,2218,2022-10-15T23:15:00Z
44,50,DL,N358DN,LAX,DTW,1979,2022-10-16T07:00:00Z
-5,0,WN,N463WN,LAX,SAT,1211,2022-10-16T07:05:00Z
-17,-1,WN,N8688J,LAX,ATL,1947,2022-10-16T08:10:00Z
10,-8,AA,N408AN,LAX,LAS,236,2022-10-16T10:25:00Z
-1,-8,OO,N194SY,LAX,LAS,236,2022-10-16T10:35:00Z
-8,-6,UA,N57852,LAX,DEN,862,2022-10-16T11:00:00Z
24,5,AS,N514AS,LAX,OGG,2486,2022-10-16T11:20:00Z
-13,-7,UA,N66841,LAX,IAD,2288,2022-10-16T12:50:00Z
3,10,AS,N529AS,LAX,SEA,954,2022-10-16T16:30:00Z
-1,10,DL,N395DZ,LAX,SLC,590,2022-10-16T19:21:00Z
-7,-2,OO,N307SY,LAX,SJC,308,2022-10-16T21:02:00Z
-19,-1,WN,N7886A,LAX,SJC,308,2022-10-17T07:30:00Z
-17,-3,AA,N457AM,LAX,MIA,2342,2022-10-17T08:26:00Z
-13,-3,OO,N506SY,LAX,ELP,715,2022-10-17T08:30:00Z
10,7,AA,N117AN,LAX,JFK,2475,2022-10-17T11:11:00Z
-21,-3,DL,N927DZ,LAX,LAS,236,2022-10-17T11:40:00Z
5,8,WN,N7812G,LAX,SFO,337,2022-10-17T20:55:00Z
-12,-3,OO,N930EV,LAX,SBP,156,2022-10-17T22:42:00Z
-12,2,UA,N47512,LAX,BWI,2329,2022-10-17T23:07:00Z
-18,1,AA,N456AN,LAX,MIA,2342,2022-10-18T00:55:00Z
-7,12,DL,N503DZ,LAX,SEA,954,2022-10-18T07:00:00Z
8,-4,OO,N246SY,LAX,DEN,862,2022-10-18T08:20:00Z
8,14,DL,N305DU,LAX,SAT,1211,2022-10-18T09:25:00Z
-7,-8,NK,N926NK,LAX,ORD,1744,2022-10-18T11:55:00Z
-12,-6,WN,N791SW,LAX,OAK,337,2022-10-19T05:35:00Z
-23,-5,OO,N430SY,LAX,SFO,337,2022-10-19T06:00:00Z
-5,-1,AA,N167US,LAX,CLT,2125,2022-10-19T07:20:00Z
-25,-1,WN,N8742M,LAX,OGG,2486,2022-10-19T08:00:00Z
-15,-1,DL,N723TW,LAX,BOS,2611,2022-10-19T08:30:00Z
-6,-6,AA,N542UW,LAX,ORD,1744,2022-10-19T09:45:00Z
-16,-1,DL,N308DN,LAX,ATL,1947,2022-10-19T14:25:00Z
-24,-9,AS,N309AS,LAX,SEA,954,2022-10-19T16:30:00Z
-8,-2,AA,N557UW,LAX,ORD,1744,2022-10-19T16:42:00Z
-17,-7,NK,N619NK,LAX,SLC,590,2022-10-19T16:50:00Z
-12,0,AS,N929AK,LAX,PDX,834,2022-10-19T18:30:00Z
-11,7,DL,N351NW,LAX,DFW,1235,2022-10-19T18:35:00Z
-8,-2,OO,N463SW,LAX,COS,833,2022-10-19T18:58:00Z
-16,-7,UA,N76515,LAX,PHX,370,2022-10-19T19:24:00Z
14,-5,AA,N409AA,LAX,HNL,2556,2022-10-20T08:26:00Z
-6,-8,OO,N174SY,LAX,LAS,236,2022-10-20T10:35:00Z
19,0,B6,N947JB,LAX,JFK,2475,2022-10-20T12:35:00Z
-11,1,DL,N377DE,LAX,MCI,1363,2022-10-20T19:15:00Z
-24,-7,OO,N279SY,LAX,PHX,370,2022-10-20T20:44:00Z
19,30,UA,N16008,LAX,EWR,2454,2022-10-20T21:25:00Z
-7,-8,OO,N792SK,LAX,SBA,89,2022-10-20T22:46:00Z
72,96,B6,N937JB,LAX,JFK,2475,2022-10-20T23:59:00Z
-16,-3,UA,N774UA,LAX,DEN,862,2022-10-21T05:15:00Z
-28,-10,UA,N19136,LAX,DEN,862,2022-10-21T08:40:00Z
-16,1,OO,N410SY,LAX,STS,400,2022-10-21T09:40:00Z
-12,-1,AA,N446AN,LAX,DFW,1235,2022-10-21T14:32:00Z
4,9,WN,N261WN,LAX,SJC,308,2022-10-21T16:40:00Z
-22,-5,WN,N774SW,LAX,DAL,1246,2022-10-21T17:20:00Z
-17,3,DL,N702TW,LAX,BOS,2611,2022-10-21T21:30:00Z
34,46,DL,N376DN,LAX,DTW,1979,2022-10-21T22:25:00Z
-14,4,DL,N371DN,LAX,ATL,1947,2022-10-21T23:50:00Z
-11,6,NK,N650NK,LAX,IAH,1379,2022-10-22T05:20:00Z
34,53,DL,N325DN,LAX,SLC,590,2022-10-22T05:40:00Z
-4,0,WN,N8536Z,LAX,SMF,373,2022-10-22T06:25:00Z
-44,-7,HA,N399HA,LAX,OGG,2486,2022-10-22T08:10:00Z
-12,2,B6,N985JT,LAX,JFK,2475,2022-10-22T09:55:00Z
64,82,AS,N248AK,LAX,EWR,2454,2022-10-22T10:40:00Z
-25,14,AA,N415AN,LAX,KOA,2504,2022-10-22T10:55:00Z
-4,-2,UA,N27503,LAX,DEN,862,2022-10-22T14:23:00Z
1,4,AA,N448AN,LAX,DFW,1235,2022-10-22T14:32:00Z
-5,-5,UA,N452UA,LAX,IAH,1379,2022-10-22T15:08:00Z
-7,41,DL,N821DX,LAX,KOA,2504,2022-10-22T16:45:00Z
-17,3,DL,N807DN,LAX,MSY,1670,2022-10-22T17:57:00Z
160,188,UA,N57852,LAX,ORD,1744,2022-10-23T07:00:00Z
-18,-1,NK,N946NK,LAX,PHL,2402,2022-10-23T07:10:00Z
111,118,AA,N981AN,LAX,ORD,1744,2022-10-23T07:22:00Z
15,17,G4,313NV,LAX,EUG,748,2022-10-23T07:45:00Z
-9,-4,UA,N433UA,LAX,SFO,337,2022-10-23T10:29:00Z
-28,2,DL,N897DN,LAX,MCO,2218,2022-10-23T10:40:00Z
36,25,B6,N991JT,LAX,JFK,2475,2022-10-23T12:35:00Z
-22,-6,NK,N690NK,LAX,ORD,1744,2022-10-23T13:59:00Z
-13,-8,OO,N271SY,LAX,TUS,451,2022-10-23T14:38:00Z
94,88,AS,N495AS,LAX,PDX,834,2022-10-23T18:30:00Z
1,29,AA,N453AA,LAX,PHL,2402,2022-10-23T22:51:00Z
-17,-5,WN,N962WN,LAX,PHX,370,2022-10-24T05:35:00Z
9,1,AA,N922US,LAX,CLT,2125,2022-10-24T06:00:00Z
7,-10,B6,N983JT,LAX,BOS,2611,2022-10-24T07:45:00Z
-23,-1,DL,N704X,LAX,DCA,2311,2022-10-24T07:55:00Z
-9,0,WN,N8316H,LAX,MCI,1363,2022-10-24T08:00:00Z
-42,-5,B6,N990JL,LAX,FLL,2343,2022-10-24T10:36:00Z
-2,4,WN,N206WN,LAX,DEN,862,2022-10-24T11:05:00Z
20,42,DL,N104DN,LAX,ATL,1947,2022-10-24T14:25:00Z
36,44,NK,N508NK,LAX,ATL,1947,2022-10-24T15:30:00Z
-10,-7,DL,N302DU,LAX,PDX,834,2022-10-24T16:45:00Z
-16,-5,DL,N129DN,LAX,ATL,1947,2022-10-24T17:57:00Z
-19,-5,DL,N537US,LAX,HNL,2556,2022-10-24T18:00:00Z
-14,-5,OO,N247SY,LAX,ABQ,677,2022-10-24T19:10:00Z
0,-3,OO,N505SY,LAX,TUS,451,2022-10-24T19:32:00Z
-11,-6,UA,N768UA,LAX,DEN,862,2022-10-24T20:00:00Z
0,0,WN,N7879A,LAX,LAS,236,2022-10-24T20:05:00Z
44,-1,DL,N827MH,LAX,JFK,2475,2022-10-24T23:59:00Z
-9,-5,AA,N169UW,LAX,PHL,2402,2022-10-25T06:25:00Z
-22,-2,HA,N202HA,LAX,KOA,2504,2022-10-25T11:00:00Z
-9,-5,UA,N68807,LAX,IAH,1379,2022-10-25T13:06:00Z
0,0,WN,N8580Z,LAX,TUS,451,2022-10-25T15:40:00Z
0,11,DL,N548US,LAX,HNL,2556,2022-10-25T18:00:00Z
-14,-7,OO,N179SY,LAX,SFO,337,2022-10-25T18:05:00Z
-12,-9,OO,N250SY,LAX,ABQ,677,2022-10-25T19:10:00Z
-7,19,WN,N964WN,LAX,DEN,862,2022-10-25T20:00:00Z
-19,-7,NK,N905NK,LAX,DTW,1979,2022-10-25T22:13:00Z
-27,-2,AA,N733AR,LAX,MIA,2342,2022-10-25T23:20:00Z
-17,-3,UA,N16009,LAX,ORD,1744,2022-10-25T23:55:00Z
-12,-5,AA,N110AN,LAX,JFK,2475,2022-10-25T23:59:00Z
-13,-5,UA,N75425,LAX,DEN,862,2022-10-26T07:00:00Z
6,0,UA,N27526,LAX,LAS,236,2022-10-26T08:27:00Z
-15,2,WN,N409WN,LAX,LAS,236,2022-10-26T09:30:00Z
-31,-5,DL,N866DN,LAX,MSY,1670,2022-10-26T10:16:00Z
1,-1,DL,N887DN,LAX,LAS,236,2022-10-26T11:40:00Z
-15,-6,AS,N913AK,LAX,SEA,954,2022-10-26T12:50:00Z
4,33,NK,N946NK,LAX,ORD,1744,2022-10-26T13:59:00Z
-5,-7,DL,N310DU,LAX,PDX,834,2022-10-26T21:55:00Z
0,-7,DL,N918DU,LAX,LAS,236,2022-10-27T07:00:00Z
-11,-5,AA,N906AA,LAX,DFW,1235,2022-10-27T08:00:00Z
-15,-2,UA,N12003,LAX,EWR,2454,2022-10-27T08:20:00Z
67,41,DL,N574DZ,LAX,ATL,1947,2022-10-27T13:06:00Z
-5,-1,OO,N611UX,LAX,SLC,590,2022-10-27T18:50:00Z
-1,-4,WN,N434WN,LAX,SLC,590,2022-10-27T19:00:00Z
-5,3,UA,N39418,LAX,ITO,2449,2022-10-27T19:08:00Z
20,26,WN,N7747C,LAX,LAS,236,2022-10-27T20:05:00Z
65,55,B6,N589JB,LAX,BDL,2527,2022-10-27T20:45:00Z
-11,-13,AS,N260AK,LAX,PDX,834,2022-10-27T20:45:00Z
-17,-8,WN,N7747C,LAX,DEN,862,2022-10-28T05:05:00Z
-15,-4,WN,N962WN,LAX,SMF,373,2022-10-28T06:45:00Z
1,23,AS,N457AS,LAX,PDX,834,2022-10-28T09:00:00Z
97,101,AA,N437AN,LAX,KOA,2504,2022-10-28T10:55:00Z
3,5,AA,N103NN,LAX,JFK,2475,2022-10-28T11:11:00Z
-21,-2,DL,N891DN,LAX,LAS,236,2022-10-28T11:40:00Z
16,20,DL,N540US,LAX,MSP,1535,2022-10-28T13:41:00Z
-4,10,WN,N8317M,LAX,HOU,1390,2022-10-28T15:45:00Z
-23,-7,DL,N804DN,LAX,SEA,954,2022-10-28T17:35:00Z
18,-5,OO,N623UX,LAX,BOI,674,2022-10-28T18:55:00Z
19,30,AS,N303AS,LAX,SEA,954,2022-10-28T20:45:00Z
-15,-5,NK,N938NK,LAX,DFW,1235,2022-10-28T23:59:00Z
-14,-6,G4,310NV,LAX,OMA,1330,2022-10-29T07:00:00Z
-16,-4,DL,N808DN,LAX,SLC,590,2022-10-29T09:50:00Z
9,-5,AS,N639VA,LAX,SEA,954,2022-10-29T10:00:00Z
4,-8,AA,N102NN,LAX,JFK,2475,2022-10-29T11:11:00Z
2,22,UA,N53441,LAX,LAS,236,2022-10-29T12:44:00Z
-9,-7,NK,N655NK,LAX,DFW,1235,2022-10-29T13:05:00Z
4,11,B6,N608JB,LAX,SLC,590,2022-10-29T16:06:00Z
-15,-1,AA,N111US,LAX,AUS,1242,2022-10-29T17:50:00Z
-14,-9,OO,N622UX,LAX,SLC,590,2022-10-29T18:50:00Z
-8,-1,AA,N521UW,LAX,CLT,2125,2022-10-29T23:58:00Z
-8,-2,OO,N513SY,LAX,PDX,834,2022-10-30T08:15:00Z
-16,0,DL,N517DZ,LAX,ATL,1947,2022-10-30T08:55:00Z
-5,0,OO,N509SY,LAX,TUS,451,2022-10-30T08:58:00Z
-23,-13,OO,N184SY,LAX,SFO,337,2022-10-30T14:10:00Z
-11,-5,NK,N606NK,LAX,BWI,2329,2022-10-30T16:52:00Z
6,-1,B6,N662JB,LAX,SFO,337,2022-10-30T19:19:00Z
-16,0,WN,N8741L,LAX,DAL,1246,2022-10-31T05:40:00Z
-20,-9,AA,N913US,LAX,CLT,2125,2022-10-31T07:20:00Z
13,-5,AA,N451AN,LAX,PHL,2402,2022-10-31T08:49:00Z
-17,-9,DL,N919DU,LAX,BNA,1797,2022-10-31T10:20:00Z
-2,1,DL,N536US,LAX,MSP,1535,2022-10-31T13:41:00Z
14,0,B6,N988JT,LAX,JFK,2475,2022-10-31T14:14:00Z
-4,-2,UA,N57863,LAX,ORD,1744,2022-10-31T16:25:00Z
-30,-4,AS,N263AK,LAX,SEA,954,2022-10-31T16:30:00Z
-10,-4,DL,N857DZ,LAX,BNA,1797,2022-10-31T17:35:00Z
-22,-8,DL,N336NB,LAX,SFO,337,2022-10-31T17:54:00Z
-14,-3,DL,N833DN,LAX,MSY,1670,2022-10-31T17:57:00Z
-19,-4,AS,N495AS,LAX,PDX,834,2022-10-31T18:30:00Z
9,-1,DL,N903DN,LAX,SEA,954,2022-10-31T19:20:00Z
-15,-3,DL,N305DU,LAX,SMF,373,2022-11-01T08:04:00Z
-16,-6,UA,N19130,LAX,BOS,2611,2022-11-01T08:20:00Z
-9,3,WN,N8577Z,LAX,TUS,451,2022-11-01T11:10:00Z
179,203,DL,N179DN,LAX,JFK,2475,2022-11-01T11:15:00Z
-13,0,B6,N639JB,LAX,BDL,2527,2022-11-01T11:19:00Z
-15,-5,OO,N748EV,LAX,SJC,308,2022-11-01T14:37:00Z
-24,-1,DL,N370NW,LAX,AUS,1242,2022-11-01T17:10:00Z
67,66,OO,N195SY,LAX,SJC,308,2022-11-01T18:30:00Z
-24,-8,UA,N36272,LAX,SFO,337,2022-11-01T20:15:00Z
-13,-7,OO,N193SY,LAX,SJC,308,2022-11-01T21:20:00Z
-24,-3,WN,N8718Q,LAX,BWI,2329,2022-11-02T05:45:00Z
-15,-5,B6,N636JB,LAX,LAS,236,2022-11-02T07:55:00Z
-14,-3,UA,N78866,LAX,DEN,862,2022-11-02T08:45:00Z
-12,-4,AA,N414AL,LAX,PHL,2402,2022-11-02T08:49:00Z
-1,-4,OO,N738EV,LAX,ABQ,677,2022-11-02T08:50:00Z
1,-10,OO,N607UX,LAX,SAN,109,2022-11-02T09:03:00Z
-10,-2,WN,N239WN,LAX,SJC,308,2022-11-02T09:15:00Z
16,16,WN,N221WN,LAX,OAK,337,2022-11-02T11:05:00Z
-27,-3,NK,N646NK,LAX,DTW,1979,2022-11-02T11:25:00Z
7,29,OO,N255SY,LAX,BOI,674,2022-11-02T19:50:00Z
-8,-5,WN,N8538V,LAX,SMF,373,2022-11-02T20:15:00Z
-1,-1,OO,N507SY,LAX,ABQ,677,2022-11-03T07:00:00Z
-19,0,WN,N8504G,LAX,MSY,1670,2022-11-03T07:40:00Z
-29,-1,DL,N907DN,LAX,BNA,1797,2022-11-03T10:20:00Z
-31,-8,B6,N967JT,LAX,JFK,2475,2022-11-03T11:15:00Z
-4,-5,WN,N7715E,LAX,SMF,373,2022-11-03T12:35:00Z
-18,-6,UA,N73259,LAX,ORD,1744,2022-11-03T12:40:00Z
-1,0,AA,N411AN,LAX,DCA,2311,2022-11-03T13:25:00Z
10,-4,DL,N503DZ,LAX,SEA,954,2022-11-03T19:30:00Z
2,-2,B6,N961JT,LAX,JFK,2475,2022-11-03T22:55:00Z
